Bedrooms,Bathrooms,SquareFootageHouse,Location,Age,PoolQuality,HasPhotovoltaics,HeatingType,HasFiberglass,IsFurnished,DateSinceForSale,HouseColor,HasFireplace,KitchensQuality,BathroomsQuality,BedroomsQuality,LivingRoomsQuality,SquareFootageGarden,PreviousOwnerRating,HeatingCosts,WindowModelNames,Price
1,1,86,0,,0,0,1,1,1,18804,2,0,1,1,2,2,6,1.59,51.6,1,72.32297
1,1,52,0,54,0,0,0,1,1,18847,2,0,2,2,2,0,6,1.75,50.0,2,125.74918
1,1,91,,54,3,0,0,0,0,18676,2,0,0,2,1,2,30,2.87,,0,211.33658
,,63,0,47,1,0,0,1,1,19262,1,0,1,1,1,0,13,2.74,,2,144.43357
1,,63,2,49,0,0,0,1,1,18641,3,0,1,1,2,2,6,1.54,64.0,1,179.85409
1,1,119,2,34,3,0,2,1,1,19292,2,0,2,1,1,1,30,2.75,192.0,1,422.58851
,1,102,,66,2,,0,1,1,18404,1,0,2,2,0,1,18,2.38,100.0,1,270.47976
2,,116,,64,0,0,1,1,1,19297,0,0,0,2,0,1,6,2.84,69.6,0,202.875
2,,68,2,50,0,0,1,1,0,19254,0,0,2,2,2,2,6,2.44,,0,222.31266
3,,148,2,63,0,0,0,0,0,18545,2,0,0,2,1,1,6,1.99,,0,309.07386
2,1,97,1,34,1,0,1,0,1,18306,0,0,2,1,1,1,13,4.72,58.2,1,145.39841
,1,59,,,0,0,0,1,0,18747,2,0,2,2,1,1,6,2.59,,0,129.44935
3,1,117,0,35,2,0,1,0,1,18707,0,0,2,2,2,2,18,2.29,,1,122.34682
,1,58,1,39,0,0,2,0,1,19619,3,0,0,2,2,1,6,1.98,,0,182.6746
2,1,74,,67,2,0,1,0,1,18650,1,0,2,1,2,1,18,3.35,44.4,1,140.09562
1,1,110,1,,0,1,2,1,0,19354,3,0,1,1,1,2,6,3.19,172.8,0,215.49329
2,5,141,,34,0,0,2,1,1,19394,0,0,2,1,1,2,6,4.82,225.6,1,417.00747
1,,70,0,16,0,0,0,1,1,19524,2,0,1,0,1,0,6,2.5,71.0,2,142.12557
,3,102,1,23,0,0,0,0,1,19614,1,0,2,2,2,1,6,3.28,,0,242.63318
,5,132,2,28,3,0,0,1,1,19788,0,0,2,1,1,2,30,2.19,132.0,1,447.50945
1,2,148,2,31,,0,2,1,1,19236,2,0,0,0,1,1,18,2.25,238.4,1,419.67042
2,1,94,1,44,2,1,1,0,1,18771,1,0,1,0,0,1,18,1.66,56.4,1,143.11076
,2,69,0,69,0,1,0,0,1,19526,0,0,1,1,0,1,6,3.89,68.0,0,98.00338
,2,125,0,71,0,,1,0,0,18778,0,0,2,0,1,1,6,3.97,,2,122.9839
,1,23,,36,0,0,1,0,1,18707,2,0,2,1,1,2,6,1.63,,0,115.3231
,1,51,2,60,1,0,2,1,1,18299,2,0,1,0,2,1,13,1.55,81.6,0,246.24276
1,1,36,0,66,,0,2,1,0,19240,2,0,2,1,0,2,6,1.02,,0,74.49589
1,3,103,0,,0,1,1,0,0,19353,2,0,2,1,1,1,6,1.72,62.4,1,68.12517
1,1,49,,45,0,0,2,1,1,19519,0,0,2,2,2,2,6,3.34,,1,147.07551
2,1,61,1,34,2,0,2,0,1,18652,2,0,0,0,0,1,18,1.2,99.2,0,195.55564
1,1,93,0,64,1,1,2,0,1,18648,1,0,0,2,1,2,13,3.43,148.8,2,170.46746
1,,112,2,,0,0,2,1,1,18754,2,0,1,1,2,1,6,2.46,,2,434.46664
1,1,120,0,37,0,0,2,0,1,19643,1,0,1,1,1,1,6,1.89,193.6,1,133.7091
,,91,,,2,0,1,0,1,18651,2,0,1,2,1,1,18,2.11,,2,150.42451
2,,149,2,44,,0,0,0,1,18932,3,0,1,0,1,0,6,1.74,,1,277.54114
1,1,50,1,18,2,0,2,0,0,18323,3,0,1,1,2,0,18,2.68,81.6,1,119.2975
1,1,43,0,37,0,0,1,0,1,19811,1,0,0,1,1,1,6,2.32,,1,43.35417
,2,116,,44,0,0,0,0,1,19219,3,0,1,2,1,2,6,1.56,116.0,0,236.12089
1,,27,0,59,1,,2,1,1,19519,1,0,1,1,1,2,13,2.39,43.2,1,64.47723
1,,19,,15,0,1,0,1,0,19058,1,0,0,2,1,2,6,2.41,20.0,0,110.53618
,1,80,0,,0,0,1,0,1,19501,1,0,0,2,0,1,6,3.31,,0,83.87694
1,,79,2,,2,0,2,0,0,19715,1,0,0,0,2,2,18,3.22,,0,275.23401
1,1,22,2,34,0,0,2,1,1,19798,1,0,0,2,1,1,6,3.44,35.2,0,193.1176
1,2,132,,10,0,0,2,1,1,18667,1,0,1,2,2,1,6,2.76,211.2,2,502.1608
2,,96,,45,1,0,1,0,1,18966,2,0,1,0,0,2,13,1.95,,2,244.24278
3,3,128,2,58,1,0,2,1,1,19748,3,0,2,2,2,0,13,2.83,,1,410.6043
,1,49,0,,0,1,1,0,0,19214,1,0,1,1,2,2,6,1.52,28.8,2,92.01383
,2,67,1,62,0,0,2,0,1,19371,3,0,1,0,1,1,6,1.92,107.2,0,181.15595
1,,61,1,45,0,1,1,1,1,19722,2,0,1,0,1,2,6,2.91,35.4,2,210.03776
1,3,101,,9,0,0,0,0,1,19338,0,0,2,2,1,0,6,1.47,,0,229.97021
3,2,105,0,59,2,0,0,1,0,18610,0,0,2,1,1,2,18,1.29,107.0,2,157.34892
,1,33,0,65,0,0,0,1,1,19095,0,0,0,1,2,1,6,1.87,34.0,0,77.34537
1,,36,,40,2,0,0,0,1,18611,3,0,1,1,1,2,18,3.37,,0,96.57702
2,,90,2,53,0,0,2,0,0,19254,1,0,2,0,2,1,6,3.33,,2,334.88286
1,,55,2,44,2,0,2,0,1,18558,2,0,1,1,1,1,18,2.88,88.0,0,271.09459
3,2,132,2,24,0,1,2,0,1,19158,1,0,1,1,1,0,6,2.57,211.2,2,486.33016
1,2,113,,54,,0,0,0,1,19123,1,0,0,1,2,1,13,2.47,113.0,1,255.47721
,1,94,2,21,0,0,1,0,1,18401,2,0,2,1,2,2,6,1.32,,1,195.99372
,1,64,0,,0,1,1,0,0,19060,3,0,0,0,2,1,6,3.4,,2,90.11415
5,2,134,,31,0,1,0,0,1,18913,1,0,1,1,0,1,6,2.91,132.0,2,182.68427
,2,151,1,58,0,0,1,1,1,18549,2,0,0,0,1,0,6,1.05,89.4,1,171.50128
,1,35,2,34,2,0,0,0,1,19683,2,0,0,1,1,1,18,2.41,36.0,2,304.06999
,,126,0,55,2,0,0,0,1,19522,0,0,1,0,1,0,18,1.55,,1,132.80321
,,141,0,45,0,1,1,0,1,18692,3,0,2,1,1,1,6,2.16,84.6,0,141.42154
,1,54,2,59,0,0,0,0,1,18769,3,0,1,2,1,2,6,2.16,,0,211.85183
1,1,40,1,33,3,1,2,1,1,18265,3,0,1,1,1,2,30,2.8,,0,216.60641
2,,90,,17,0,0,0,0,0,18665,3,0,0,1,1,2,6,1.51,,2,289.11953
2,1,97,2,44,2,0,2,1,0,18513,1,0,2,2,1,1,18,1.82,155.2,1,268.55608
2,1,86,0,43,,0,1,0,1,19229,3,0,1,2,0,2,6,2.22,51.6,2,136.7994
,1,59,,20,,0,0,0,1,18868,0,0,2,1,2,1,18,3.42,,0,201.02982
,1,52,,34,0,0,1,1,1,18897,2,0,1,1,2,2,6,2.47,,2,205.64311
,,33,,16,0,1,1,0,1,19357,0,0,1,1,1,0,6,2.2,18.6,0,117.68647
2,1,81,1,52,2,0,0,0,1,19040,3,0,0,1,1,1,18,1.3,83.0,1,158.83264
,1,41,2,39,0,0,2,0,1,18549,1,0,1,1,2,1,6,2.61,,1,135.85786
2,1,64,,50,2,,1,1,1,19696,2,0,1,1,1,1,18,1.21,,1,145.54181
1,,21,2,,2,0,2,0,1,18786,0,0,2,2,2,0,18,2.94,33.6,0,199.70758
3,2,102,1,52,2,0,1,0,0,18851,1,0,1,1,0,1,18,2.66,,2,221.0692
,,141,0,56,0,0,1,0,1,19603,0,0,2,0,0,2,6,4.38,85.2,2,168.7687
,1,26,2,61,3,1,2,1,1,18990,0,0,2,2,0,2,30,4.18,41.6,1,217.21752
,1,29,2,46,0,0,2,1,1,19290,3,0,0,0,2,0,6,1.78,,0,182.74675
1,2,77,1,38,0,0,2,0,1,18429,3,0,0,2,2,1,6,1.85,,1,152.93222
4,5,136,0,65,2,1,2,0,0,19188,1,0,1,1,0,0,18,3.27,,1,143.72133
4,3,130,2,70,0,0,2,0,0,19649,0,0,1,0,1,1,6,3.95,208.0,2,411.05078
1,,27,1,,0,,2,1,1,18712,3,0,2,1,1,1,6,3.52,43.2,2,200.78245
2,2,83,0,46,,0,1,1,1,19555,1,0,1,1,1,0,6,2.58,,0,108.39461
,3,126,,42,0,0,2,1,1,19002,3,0,2,0,1,2,6,1.82,,1,150.37814
1,1,109,0,36,0,0,2,0,1,18802,2,0,1,2,2,0,6,1.63,,2,179.10788
2,,64,0,,2,0,2,0,1,19302,0,0,0,1,1,0,18,4.85,,0,123.85248
3,,139,1,38,2,0,1,1,1,18960,3,0,2,1,2,1,18,3.64,,2,347.64431
,,51,1,66,,0,2,0,1,18931,1,0,2,2,1,1,6,2.98,81.6,1,113.02546
,2,61,2,38,3,0,0,1,1,19811,2,0,1,1,1,1,30,2.54,,1,274.82811
3,1,125,1,40,0,0,0,0,1,18386,1,0,2,1,2,1,6,2.05,,2,287.57095
1,3,108,,64,0,,2,0,1,18598,3,0,2,2,1,0,6,2.38,172.8,0,246.24659
2,2,100,,36,2,0,2,0,0,19408,2,0,2,1,0,1,18,1.53,,2,391.29628
1,2,77,0,45,0,0,1,1,0,19496,3,0,2,2,2,2,6,2.71,46.2,2,125.95653
2,1,97,1,27,0,1,0,0,0,19375,1,0,2,1,1,2,6,1.53,99.0,1,142.27709
,1,29,1,31,0,0,1,1,1,19048,2,0,1,2,1,2,6,2.67,18.0,0,138.40271
2,,94,2,63,0,0,2,0,1,19760,3,0,0,1,1,1,6,1.58,150.4,0,325.62791
2,5,145,2,60,0,,2,1,1,19591,2,0,2,1,1,2,6,2.43,235.2,0,498.5805
1,2,69,2,28,1,0,2,0,1,18862,0,0,2,2,1,1,13,3.28,108.8,2,381.65751
,,63,2,26,0,0,1,1,1,19618,3,0,1,1,1,2,6,3.56,38.4,2,321.85678
,2,69,2,,0,0,0,1,0,19582,3,0,2,0,1,1,6,2.0,69.0,1,140.90363
,1,50,,36,,0,2,1,0,19647,2,0,1,1,2,1,18,1.8,,1,138.31909
1,1,52,1,32,0,,0,0,1,19229,1,0,0,0,1,2,6,1.55,51.0,1,90.36814
,,29,1,59,0,1,2,0,0,18999,2,0,0,1,0,1,6,1.61,,1,49.0218
5,,132,1,32,0,0,2,1,1,18671,0,0,1,1,2,1,6,1.79,211.2,2,378.38229
,1,106,,41,3,0,0,0,1,18824,2,1,1,2,2,1,30,2.01,,2,473.79742
,1,56,0,65,0,0,0,0,0,19232,2,0,0,1,1,0,6,2.74,56.0,0,66.09074
1,2,81,1,67,0,0,1,0,0,18331,2,0,0,1,2,1,6,1.36,49.2,2,165.06985
,,63,0,44,,1,0,1,1,18637,0,0,1,2,1,1,6,3.39,,0,103.06278
,,103,2,,2,1,1,0,1,19027,2,0,2,2,2,0,18,1.3,61.8,1,248.15639
2,2,95,0,47,0,0,1,1,0,18984,3,0,2,0,1,0,6,1.54,,2,118.3709
1,,68,1,44,3,0,1,0,0,19139,3,0,0,2,2,2,30,3.4,41.4,2,235.60505
1,2,81,1,47,3,0,0,0,0,19479,3,0,1,1,2,1,30,3.43,,1,172.15148
3,2,134,1,42,2,0,1,1,1,19500,2,0,1,1,2,1,18,2.77,79.2,2,331.62908
2,2,101,0,60,,,0,0,0,19381,0,0,1,1,1,2,6,3.54,100.0,1,80.65366
2,,89,2,54,0,0,0,1,1,18312,2,0,0,1,2,2,6,1.09,88.0,0,276.91167
,,44,0,33,3,0,2,0,0,18908,0,0,2,0,2,1,30,3.17,,0,112.76092
,,37,1,51,2,1,1,0,0,19207,3,0,0,1,1,1,18,3.39,22.2,1,78.4156
,2,71,1,39,2,0,0,0,1,19144,1,0,1,1,0,1,18,3.17,71.0,0,206.24178
,,106,0,36,3,0,1,0,1,19064,,0,2,2,1,1,30,1.94,63.0,0,161.57501
,,23,0,46,0,0,2,0,1,18726,0,0,1,0,0,0,6,3.94,36.8,1,29.12382
,2,99,1,71,2,1,2,0,0,19402,1,0,1,2,2,1,18,3.13,,0,232.88285
1,,22,,54,2,0,2,0,0,19760,0,0,1,1,2,0,18,3.22,,2,175.82782
,1,69,1,,0,0,1,1,0,19411,0,0,2,2,2,1,6,3.62,41.4,1,99.12965
2,1,86,2,48,,0,0,0,1,19129,0,0,2,1,0,2,6,3.13,,1,196.04302
2,,98,2,37,0,0,0,1,0,18455,2,0,2,2,1,1,6,2.36,97.0,0,256.66968
,,104,2,33,2,0,1,0,1,18489,2,0,2,1,1,1,18,2.63,61.8,1,235.46423
3,1,123,0,54,3,1,1,0,1,18407,0,0,1,1,2,2,30,3.89,73.2,0,160.48132
,2,76,0,68,0,0,0,0,1,19194,3,0,2,1,1,0,6,1.77,,1,75.05498
,1,57,,,0,0,0,0,1,19129,3,0,1,1,1,0,6,2.0,,2,258.54079
2,,95,1,22,,1,2,1,1,19165,2,0,1,2,2,1,6,2.4,152.0,1,209.20712
,1,84,2,68,3,1,0,0,0,19342,2,0,0,1,1,1,30,2.49,83.0,0,282.75244
,,118,0,71,0,0,2,0,1,18984,1,0,1,2,1,2,6,3.08,188.8,2,188.06445
,1,101,2,,1,0,2,1,1,19067,0,0,2,1,1,0,13,4.69,,1,272.5281
1,3,125,0,55,2,1,2,0,1,18972,1,0,2,1,2,1,18,1.74,198.4,1,160.81482
,,125,1,47,,0,2,1,1,19800,2,0,1,0,1,1,6,1.57,,0,293.22569
,1,128,1,19,3,0,0,0,1,19093,0,0,2,2,0,1,30,2.45,127.0,1,258.02001
1,,83,,33,0,0,0,1,1,19268,0,0,0,2,1,0,6,2.57,,2,145.73291
3,3,106,1,27,2,0,2,0,1,19616,3,0,2,2,2,1,18,3.01,169.6,2,381.74564
,,44,1,28,0,,1,0,1,18767,3,0,1,1,2,2,6,3.54,,1,88.32336
2,2,61,0,31,0,0,0,0,0,19608,2,0,0,2,1,2,6,1.4,61.0,2,116.27013
,,107,1,18,1,0,0,0,0,19201,2,0,0,1,1,1,13,2.0,,1,161.89041
,1,46,0,48,0,0,1,0,1,19710,1,0,0,0,1,1,6,2.67,26.4,0,70.47408
,1,79,,55,2,,2,0,1,18400,0,0,2,0,2,1,18,1.54,129.6,0,140.85076
,,94,0,65,3,,1,0,0,18342,0,0,0,2,1,2,30,3.18,56.4,1,88.11976
1,1,78,2,46,0,0,2,0,0,19142,0,0,1,1,2,1,6,1.8,,1,180.47539
1,,52,1,68,0,1,2,1,1,19220,2,0,1,1,1,2,6,1.13,81.6,0,171.82423
,,147,0,69,0,0,0,1,0,18947,0,0,1,2,2,2,6,1.43,146.0,0,139.65865
2,,106,0,20,0,0,1,1,1,18286,2,0,0,1,0,2,6,1.85,63.6,0,115.69551
1,1,58,,42,0,1,2,0,0,19381,1,0,0,2,1,2,6,2.46,,2,268.14479
,,105,2,24,0,0,0,0,0,18276,1,0,2,1,1,0,6,1.82,,2,305.33791
,,115,,30,,0,1,0,1,19144,3,0,0,1,1,0,30,3.19,,2,181.01721
3,2,113,1,53,0,0,0,0,0,19464,1,0,2,1,0,0,6,2.46,,0,188.58824
1,,54,1,43,0,0,0,1,1,19538,1,0,2,2,1,0,6,2.18,,2,223.33836
1,1,36,2,,0,1,1,0,1,18419,0,0,0,1,1,2,6,3.54,21.0,2,211.7966
1,1,42,2,,0,,1,0,1,19452,2,0,0,0,2,2,6,1.6,,2,230.38905
1,,21,0,57,2,0,2,1,0,19240,0,0,1,1,1,0,18,2.45,35.2,1,51.61983
,,50,0,46,0,0,2,0,0,18920,1,0,0,1,1,2,6,1.62,78.4,1,52.29736
,1,25,0,45,,0,0,1,1,19064,0,0,1,2,0,1,18,2.5,,0,94.25836
5,2,130,,49,,0,0,0,1,18388,3,0,0,1,0,1,18,2.83,,2,313.71622
2,2,80,1,60,,0,1,0,1,18502,2,0,2,1,1,1,6,2.9,,1,112.0061
2,,66,2,35,0,0,2,0,1,19288,0,0,2,1,0,2,6,3.24,104.0,2,355.45707
,,69,2,61,2,0,0,1,0,19161,2,0,0,1,1,1,18,1.36,69.0,1,178.23773
,1,90,0,44,3,0,1,0,0,18595,2,0,1,1,1,1,30,2.37,,0,115.45939
2,,97,2,,0,0,0,0,1,18421,0,0,1,2,0,0,6,3.29,,2,324.18286
2,,88,,,2,0,0,0,0,19111,0,0,1,2,2,1,18,4.1,86.0,0,259.4694
,,67,0,45,1,0,0,1,1,18481,2,0,2,1,2,1,13,1.14,,0,116.21858
,1,27,1,22,0,0,0,0,1,18669,2,0,2,0,1,1,6,3.09,28.0,0,119.5363
2,1,91,0,14,0,0,1,0,1,19288,3,0,1,1,2,1,6,3.72,54.6,0,113.40347
,1,43,2,43,0,1,2,0,1,18787,2,0,1,1,1,2,6,1.64,67.2,1,139.39768
1,1,34,1,21,3,0,1,1,1,19418,1,0,2,1,1,2,30,1.87,19.8,1,162.8771
1,,32,2,17,0,0,1,0,1,19330,0,0,1,2,0,0,6,3.0,,2,239.95638
,1,32,0,41,,0,2,1,0,18495,3,0,1,2,1,1,18,3.78,54.4,1,65.19195
,2,100,1,29,,0,2,1,1,19791,2,0,1,1,2,2,6,1.48,,0,277.66786
1,1,26,0,62,0,0,2,0,0,18590,1,0,2,1,1,2,6,3.35,,0,62.52629
1,,71,2,,0,0,1,1,0,19612,3,0,0,1,1,2,6,3.22,42.0,2,246.098
1,1,57,2,45,0,0,2,0,0,19381,1,0,1,2,1,1,6,2.43,,0,210.01202
1,2,82,1,54,0,0,2,1,0,18478,0,0,0,1,1,2,6,1.38,131.2,0,175.29105
1,,140,1,16,,0,0,0,1,19724,0,0,1,1,2,2,18,4.86,140.0,2,369.46555
1,1,69,2,52,3,0,1,0,1,19229,2,0,1,1,2,0,30,2.65,,0,296.60456
,3,124,,35,0,0,2,0,1,19590,0,0,0,0,1,2,6,2.22,,1,321.5148
1,,75,0,28,,1,0,0,0,19071,3,0,1,1,1,1,6,2.5,,0,90.40902
2,1,62,2,13,2,0,0,0,1,18761,3,0,0,2,2,1,18,2.56,,0,286.68171
1,,95,2,,0,0,1,1,1,19455,0,0,2,2,2,2,6,4.76,,2,354.10909
3,1,114,,18,0,0,2,0,1,19503,0,0,0,0,0,1,6,2.92,,2,439.63775
1,,36,2,25,2,,0,0,1,18276,1,0,1,2,2,1,18,2.96,36.0,1,166.16325
,,144,1,49,0,0,1,1,1,18674,2,1,2,2,1,2,6,1.91,87.0,1,212.58618
1,2,,,54,1,,1,0,1,19205,2,0,2,1,2,2,13,3.01,,1,209.99847
1,1,94,2,55,0,0,0,0,0,19043,1,0,1,2,2,2,6,2.54,94.0,2,299.73255
1,1,29,0,51,2,0,1,0,1,19581,2,0,2,1,0,2,18,1.29,,0,91.91269
1,,49,,31,1,1,0,1,1,18590,2,0,1,1,2,0,13,2.25,51.0,1,72.41831
,,90,1,66,0,0,0,1,1,18917,2,0,0,1,1,0,6,3.01,,1,132.16322
1,,89,,54,1,0,0,0,1,19377,0,0,0,2,0,1,13,4.78,,2,258.63865
,2,92,,19,3,0,1,0,1,18463,0,0,1,1,1,1,30,3.7,55.2,0,141.70574
5,,146,0,,,1,0,1,0,19599,1,0,0,0,1,0,6,2.78,146.0,0,135.9285
1,1,104,0,44,3,0,1,1,1,18854,0,0,2,1,1,2,30,3.65,,1,129.30496
,4,137,1,66,3,0,0,0,1,19133,2,0,2,2,1,1,30,2.39,,1,290.26361
,1,73,0,21,,0,2,1,1,18884,1,0,2,1,2,2,18,2.8,115.2,2,185.18494
,4,141,2,24,0,0,0,0,0,19488,2,0,0,1,1,2,6,2.51,143.0,0,325.75954
,,108,0,39,0,0,0,0,1,19127,1,0,2,2,1,2,6,2.66,109.0,1,111.87648
2,,110,0,35,0,0,2,0,1,19586,1,0,1,2,2,2,6,3.13,177.6,1,137.96769
,,43,,70,2,0,0,0,0,19115,0,0,0,2,2,1,18,4.01,43.0,2,254.88464
1,,,0,15,0,0,1,0,1,19432,1,0,1,0,2,0,6,1.82,13.8,1,34.5637
1,1,45,2,52,,0,0,0,1,18803,3,0,1,0,1,1,6,2.05,,0,177.27665
,,126,2,28,0,1,1,1,1,19612,3,0,1,2,1,2,6,3.32,,0,347.85033
1,1,40,,,3,0,2,0,1,18374,0,0,0,1,1,1,30,4.47,,0,116.07669
,3,121,0,54,3,0,1,1,1,18371,0,0,2,0,1,1,30,3.07,,0,160.16198
2,1,112,,37,0,0,0,1,0,18558,1,0,2,2,1,1,6,2.68,113.0,1,92.33584
,1,46,0,,0,,2,1,0,18763,2,0,2,1,0,2,6,2.02,73.6,1,51.11062
,,105,2,48,,,1,1,0,19458,3,0,0,0,1,1,18,3.28,63.0,1,205.07658
2,1,112,1,,0,1,0,0,1,18995,2,0,0,1,0,0,6,2.32,,0,190.05984
1,,87,,23,0,0,0,0,0,18704,3,0,1,1,1,1,6,3.19,,1,156.40095
3,,123,1,46,0,0,2,0,1,18873,3,0,2,1,1,1,6,3.07,196.8,0,286.55452
1,2,108,,51,0,0,1,0,1,19246,0,0,1,0,1,1,6,4.68,,2,233.35017
1,1,83,,51,,0,2,0,1,18891,0,0,2,1,0,1,6,4.43,,2,252.34981
2,,139,2,42,,0,0,1,0,19049,3,0,1,2,1,1,6,1.52,,2,389.19463
1,,117,2,33,0,0,2,1,0,19594,1,0,1,1,2,1,6,2.8,190.4,2,407.8944
1,1,37,,,0,1,2,0,1,18326,0,0,1,0,1,1,6,4.92,60.8,0,140.39316
1,,53,0,38,0,0,2,0,1,18585,3,0,1,2,0,1,6,3.62,81.6,1,64.17935
,,98,0,32,0,0,1,0,1,18649,2,0,2,0,2,1,6,1.75,59.4,0,107.51962
3,,128,2,44,0,1,2,1,1,19774,1,0,0,2,1,1,6,2.25,204.8,0,446.34564
3,,127,1,66,2,0,1,0,1,19068,0,0,0,0,1,0,18,4.65,,1,177.25217
1,,50,1,,0,0,0,1,1,18608,3,0,1,1,0,1,6,3.48,50.0,2,178.8147
,1,36,0,59,,0,0,0,1,18892,0,0,0,2,1,1,13,2.47,35.0,1,51.46267
1,,56,0,70,0,,2,1,1,19526,1,0,0,2,2,1,6,2.36,88.0,2,140.67665
,2,70,0,61,0,0,2,1,1,18336,2,0,2,1,0,2,6,1.27,,1,86.76399
,1,32,1,64,0,0,2,0,0,19799,3,0,1,1,2,0,6,2.31,,0,109.20492
1,1,36,0,61,0,0,0,1,0,18345,1,0,2,1,1,2,6,1.91,,1,43.82441
5,,135,1,45,3,0,2,0,1,18656,1,0,2,1,1,0,30,2.02,216.0,0,368.0579
1,3,108,2,42,3,0,1,1,1,19129,3,0,1,2,2,1,30,1.94,,0,397.38403
,,73,2,53,0,0,2,0,0,18926,2,0,1,0,1,1,6,2.67,115.2,1,151.21137
,2,111,2,,0,,2,0,0,19210,1,0,1,0,1,0,6,2.9,,1,211.13986
,,141,,65,0,0,0,1,0,18904,1,0,2,0,2,2,6,2.3,141.0,2,164.1944
1,,37,,,0,0,1,0,1,19496,2,0,0,1,1,0,6,2.65,22.2,0,59.34682
1,1,44,2,25,0,1,2,0,0,18359,2,0,2,0,2,0,6,1.91,67.2,0,169.5888
1,1,68,,57,,0,0,1,1,18808,2,0,1,1,1,1,6,1.65,67.0,2,216.88253
,1,113,2,57,0,1,1,1,1,18336,2,0,0,2,1,1,6,1.14,66.6,2,331.94119
,1,22,0,62,2,0,1,1,1,18343,1,0,1,2,1,1,18,1.9,,2,116.25114
1,,34,0,13,0,1,0,1,1,19623,1,0,1,1,1,1,6,2.7,,1,57.45561
2,1,96,0,5,,0,0,0,0,18952,1,0,1,1,2,2,30,2.68,,2,168.41756
2,,60,,42,0,,2,0,1,19271,3,0,1,0,1,0,6,3.45,97.6,0,171.23345
1,2,125,0,,0,0,2,0,0,19707,3,0,1,2,1,1,6,2.27,,1,110.8619
2,2,123,0,55,0,0,1,1,1,19203,3,0,1,0,1,1,6,1.54,,2,157.61555
1,1,40,1,25,0,0,0,1,1,18844,3,0,1,0,1,1,6,3.19,,1,88.43567
2,,101,,57,1,0,1,0,1,18881,0,0,2,0,1,1,13,2.7,,0,269.7886
,,109,2,44,0,0,2,0,1,19641,1,0,1,2,0,2,6,2.84,,0,386.70969
1,,35,0,54,2,0,2,0,0,19188,2,0,0,0,2,0,18,2.87,,2,103.41371
1,,68,2,42,0,0,2,0,0,18743,1,0,1,1,0,1,6,2.47,,0,211.41496
1,,61,2,25,0,0,0,0,1,18396,1,0,0,1,1,1,6,1.63,,2,271.73565
,1,70,2,39,0,1,2,0,0,19643,1,0,2,1,1,1,6,3.1,108.8,2,301.30353
,3,121,1,64,2,0,2,0,1,18475,1,0,1,1,1,1,18,3.34,195.2,0,291.17924
1,1,50,1,55,0,1,0,1,1,19261,2,0,0,0,1,2,6,1.62,49.0,0,144.6681
,1,32,0,,3,0,1,1,1,19799,2,0,1,2,1,2,30,1.95,19.2,1,89.92904
,,75,2,30,0,0,1,0,1,18724,2,0,0,2,1,2,6,1.37,46.2,2,302.20508
,1,140,2,70,0,0,0,0,0,19679,1,0,1,1,0,1,6,1.68,140.0,1,218.26887
,,86,,52,0,0,2,0,1,19331,3,0,2,1,1,1,6,1.47,,0,227.53344
1,3,103,2,55,0,0,1,0,1,19770,3,0,2,1,2,2,6,1.73,63.0,2,374.48439
2,2,61,,,0,0,0,1,0,18830,3,0,0,1,2,2,6,2.68,61.0,2,109.71902
,,118,,49,2,0,2,0,1,19018,3,0,0,2,2,1,18,2.0,187.2,1,258.68784
,,148,,56,,,1,1,1,19312,2,0,1,1,0,1,18,1.42,,0,275.65974
,1,32,2,63,1,0,2,0,0,19351,3,0,1,2,0,2,13,3.36,,0,179.08644
2,,120,0,63,,0,1,0,0,19788,2,0,2,1,2,1,30,1.24,71.4,2,173.36501
2,,142,1,67,2,0,1,0,1,18409,0,0,2,0,1,1,18,2.17,,1,200.54205
1,2,73,1,,,1,2,1,1,19600,3,0,0,0,1,1,6,2.47,118.4,2,249.91798
2,4,145,1,59,0,1,0,0,0,19163,0,0,1,1,2,2,6,4.34,145.0,2,273.78549
,1,67,0,42,,0,0,0,1,18743,3,0,1,0,1,2,6,2.63,,2,128.43057
,3,144,2,,,,2,1,0,18848,3,0,2,2,0,1,6,1.35,,1,315.15318
1,3,116,0,49,0,0,2,0,0,18607,1,0,1,2,0,2,6,2.53,185.6,2,155.6722
,,90,2,57,0,0,1,0,1,19569,0,0,1,2,2,0,6,4.83,54.0,1,182.68257
,3,141,,35,2,0,0,1,1,18881,2,0,1,1,1,1,18,2.02,,1,157.06513
,1,144,1,7,0,0,1,0,1,19372,0,0,1,2,1,1,6,2.04,,1,198.74301
1,,97,1,35,2,0,2,0,0,18489,3,0,0,2,2,1,18,3.8,,1,179.57221
,1,33,0,51,1,0,2,0,1,18584,0,0,0,2,1,1,13,1.3,,1,57.81793
1,1,24,,61,0,0,0,0,0,19009,3,0,1,2,1,1,6,1.4,21.0,0,54.433
,1,50,0,52,3,1,1,0,1,18849,1,0,2,1,2,1,30,2.75,30.0,0,121.67632
2,,116,,69,0,0,0,1,1,19185,2,0,1,1,2,2,6,1.82,,1,193.85279
,,78,1,71,0,0,0,1,1,18485,0,0,1,1,0,0,6,3.84,,0,164.99539
5,3,135,2,70,0,1,2,0,0,19478,2,0,0,1,0,1,6,1.99,216.0,2,413.52888
,,103,1,50,0,0,1,0,1,18266,3,0,2,2,2,1,6,1.94,61.8,0,196.2894
